iter	MultiClass
0	1.064604323
1	0.8998312615
2	0.7570704134
3	0.681323326
4	0.6113178151
5	0.5652331704
6	0.5171488449
7	0.4863188993
8	0.4530252235
9	0.4147451215
10	0.3851077724
11	0.3610194889
12	0.334268603
13	0.3113190707
14	0.2952462753
15	0.2756019138
16	0.2593374676
17	0.2464853149
18	0.2274779136
19	0.2173712847
20	0.2033405876
21	0.1871204865
22	0.1775476421
23	0.1680728653
24	0.1584337435
25	0.1500828208
26	0.140821245
27	0.1336695431
28	0.1266616753
29	0.1216412157
30	0.1162639638
31	0.111712851
32	0.107818614
33	0.1031788163
34	0.09975968022
35	0.09628188616
36	0.09331612646
37	0.09061077284
38	0.08659964249
39	0.08444572172
40	0.08197056541
41	0.07861830786
42	0.0762703873
43	0.07378479155
44	0.07114202179
45	0.06934382131
46	0.06734867611
47	0.06546575478
48	0.0639814625
49	0.06237130835
50	0.05974359865
51	0.05880389084
52	0.05670385869
53	0.05524531214
54	0.05322352128
55	0.05254608702
56	0.05171893534
57	0.0506722471
58	0.04924828025
59	0.04843174807
60	0.04763868778
61	0.04622035129
62	0.04513303142
63	0.04388238302
64	0.04306133785
65	0.04239886819
66	0.04160656138
67	0.04063185086
68	0.0400224798
69	0.03940847974
70	0.03868490635
71	0.03799759349
72	0.03747273639
73	0.03684686982
74	0.03621268313
75	0.03571273532
76	0.03523854979
77	0.03469244184
78	0.03417273256
79	0.03358383845
80	0.03310415637
81	0.0325398045
82	0.03213268434
83	0.03171125892
84	0.03135895766
85	0.03096721085
86	0.03076693121
87	0.03042418409
88	0.03009605396
89	0.02949464552
90	0.0289944659
91	0.02845649454
92	0.02808019003
93	0.02765685407
94	0.02743167803
95	0.02711779312
96	0.02672894614
97	0.02637171452
98	0.02610419246
99	0.02559473914
100	0.02528559782
101	0.02491693083
102	0.02471233419
103	0.02441728029
104	0.02413565004
105	0.02392859439
106	0.02357286787
107	0.02320022879
108	0.02295479816
109	0.0226699478
110	0.0223946785
111	0.02209147953
112	0.02184250519
113	0.02167394883
114	0.02147285723
115	0.02121175482
116	0.02092514685
117	0.02060744295
118	0.02041295896
119	0.02021028286
120	0.02003134268
121	0.01978852062
122	0.01953790146
123	0.01931134659
124	0.01908939792
125	0.01891825233
126	0.01877337741
127	0.01863390893
128	0.01847251418
129	0.01831959043
130	0.01813357878
131	0.01795421253
132	0.01783629794
133	0.0177095067
134	0.01752381636
135	0.01735390502
136	0.01717892388
137	0.01705055071
138	0.01691973734
139	0.01681929214
140	0.0166430935
141	0.01651997738
142	0.01642149421
143	0.01630347397
144	0.01611167921
145	0.01599823553
146	0.01579069183
147	0.01567003374
148	0.01555344283
149	0.01544507302
150	0.0153586638
151	0.01520434413
152	0.01504987956
153	0.01492075493
154	0.01478984189
155	0.01468838497
156	0.01455962637
157	0.01444725267
158	0.01435286766
159	0.01426108117
160	0.0141814611
161	0.01409592936
162	0.0140119318
163	0.01390049828
164	0.01377491613
165	0.01371202497
166	0.01362691026
167	0.01353684347
168	0.01347379365
169	0.01336574661
170	0.01328110574
171	0.01320455928
172	0.01308390905
173	0.01299180301
174	0.01292091792
175	0.0128428671
176	0.01276000089
177	0.01265158427
178	0.01257915291
179	0.01251612917
180	0.01245803974
181	0.01237681908
182	0.01231369549
183	0.01223349256
184	0.0121635531
185	0.01208549362
186	0.01199585062
187	0.01193275823
188	0.01186918934
189	0.01176241249
190	0.01168671968
191	0.01163865343
192	0.01158426164
193	0.01153582294
194	0.01147512274
195	0.01138822191
196	0.01132486761
197	0.01122905343
198	0.01118604448
199	0.01111358509
200	0.01104230332
201	0.01097500977
202	0.01092018302
203	0.01087171787
204	0.0108300052
205	0.01075074254
206	0.01069239615
207	0.01061691532
208	0.01055279049
209	0.01048920032
210	0.01039786698
211	0.01034267761
212	0.01026733799
213	0.01021325806
214	0.01017681365
215	0.01013405357
216	0.01008587379
217	0.01003078945
218	0.009982260591
219	0.009943588986
220	0.009865244185
221	0.009797563704
222	0.009739309944
223	0.009683886048
224	0.009654959291
225	0.009598216617
226	0.009556959769
227	0.009508093037
228	0.009458234891
229	0.009408174788
230	0.009368925002
231	0.009316289641
232	0.009257214991
233	0.009205792439
234	0.009171416751
235	0.009113630806
236	0.009077703558
237	0.009039558044
238	0.008997509199
239	0.008946055565
240	0.008912830305
241	0.008870121747
242	0.008836234325
243	0.008785079911
244	0.008725661158
245	0.008683188684
246	0.008645464917
247	0.008603217119
248	0.008542030469
249	0.008515295408
250	0.008475929894
251	0.008431840207
252	0.008405771868
253	0.008342614353
254	0.008309102229
255	0.008272503605
256	0.008240223438
257	0.008206660184
258	0.00817601586
259	0.008137539105
260	0.008098220697
261	0.008057706951
262	0.008015131799
263	0.007992130959
264	0.007961783763
265	0.007932920831
266	0.007895433988
267	0.007857840297
268	0.007833810483
269	0.007802008809
270	0.007779372138
271	0.007743642225
272	0.007718815996
273	0.007696256122
274	0.00767633913
275	0.007640028277
276	0.007620684996
277	0.007595942007
278	0.007562397579
279	0.007541932119
280	0.00751316628
281	0.007491748068
282	0.007454118232
283	0.007429507878
284	0.00740819767
285	0.007383378579
286	0.007358764704
287	0.007340038397
288	0.007311920614
289	0.007280631815
290	0.007248637101
291	0.007227321026
292	0.007199550398
293	0.007170637245
294	0.007145546389
295	0.007129701896
296	0.007091236354
297	0.007062170797
298	0.0070300289
299	0.007005519043
300	0.006988164027
301	0.00694823567
302	0.00692653335
303	0.006909018234
304	0.006884032593
305	0.006859955981
306	0.006835167877
307	0.006814711808
308	0.006789818607
309	0.006772390002
310	0.006751378287
311	0.006724505462
312	0.006705382278
313	0.00668380231
314	0.00666365032
315	0.006636213981
316	0.006606753637
317	0.006586689368
318	0.006561422247
319	0.006544172423
320	0.006520285368
321	0.006504528656
322	0.006486875326
323	0.006453751398
324	0.006436324135
325	0.006416181815
326	0.006389527367
327	0.006357505961
328	0.00633380692
329	0.006321186581
330	0.006284177707
331	0.006257049539
332	0.00623801479
333	0.006204362719
334	0.006185336553
335	0.006167986768
336	0.006145317648
337	0.006127365405
338	0.006110292673
339	0.006088394022
340	0.00606787457
341	0.00605385236
342	0.006035656044
343	0.006020167536
344	0.005994734699
345	0.005977107796
346	0.005958045708
347	0.005940424865
348	0.00592035344
349	0.005904481029
350	0.005891142654
351	0.005878534479
352	0.005864777152
353	0.005849453461
354	0.00583316812
355	0.005814289189
356	0.005801113376
357	0.005786657384
358	0.00577037219
359	0.005721369334
360	0.005701499425
361	0.005685139133
362	0.005673452848
363	0.005654703579
364	0.00564126909
365	0.005624876088
366	0.00560536831
367	0.005585273258
368	0.005574282436
369	0.005559546758
370	0.005546575515
371	0.005522421529
372	0.005507562179
373	0.005489776869
374	0.005474947764
375	0.005456262438
376	0.005438026445
377	0.005422151406
378	0.005408710054
379	0.005394550089
380	0.005383224519
381	0.005368563548
382	0.005356060589
383	0.00534147782
384	0.005324610137
385	0.005300814992
386	0.00528118019
387	0.005270984354
388	0.005245515034
389	0.005227933993
390	0.005215918597
391	0.005201422301
392	0.005191856435
393	0.005180124092
394	0.005162835569
395	0.005152140647
396	0.005139670089
397	0.005117749266
398	0.005101136499
399	0.005090138118
400	0.005078749816
401	0.005062751765
402	0.005051164706
403	0.005037028536
404	0.005022827607
405	0.005015019895
406	0.005002309781
407	0.004988949061
408	0.004979051351
409	0.004967346155
410	0.00495172667
411	0.004938547435
412	0.00492687391
413	0.004916974415
414	0.004905211701
415	0.004892152353
416	0.004880736547
417	0.004869406729
418	0.00485318341
419	0.004837959967
420	0.004828845251
421	0.004813505979
422	0.004802923728
423	0.004792548243
424	0.004784111987
425	0.004774435942
426	0.004758136396
427	0.004745446328
428	0.004731043002
429	0.004719528904
430	0.00469166944
431	0.004680614141
432	0.004660320391
433	0.004647695379
434	0.004634664936
435	0.004626543201
436	0.004615506433
437	0.004601873077
438	0.004589513369
439	0.00458123969
440	0.004569822399
441	0.004554736673
442	0.004541901445
443	0.004531012859
444	0.004514537228
445	0.004504114911
446	0.004490664606
447	0.004477626057
448	0.004466502046
449	0.004455681994
450	0.004448430346
451	0.004437493595
452	0.004429360289
453	0.004419316847
454	0.004408228253
455	0.004393123404
456	0.004385474496
457	0.004377656172
458	0.004367053377
459	0.004353841365
460	0.004343986285
461	0.00433473067
462	0.004323011215
463	0.004313555334
464	0.004303944312
465	0.004290226558
466	0.004276433034
467	0.004268254079
468	0.00426040758
469	0.00425282807
470	0.004239168045
471	0.00422700122
472	0.00422004734
473	0.004205411718
474	0.004197420305
475	0.00419044251
476	0.004180344186
477	0.004173521737
478	0.004160188342
479	0.004148590887
480	0.00413823966
481	0.00412880479
482	0.004121291833
483	0.00411481366
484	0.004107635356
485	0.004100911386
486	0.004087882758
487	0.004074488268
488	0.00406466563
489	0.004058943432
490	0.004050942144
491	0.004041160085
492	0.004035698128
493	0.004027085625
494	0.004020610234
495	0.004015121317
496	0.004008795206
497	0.004001068231
498	0.003993266361
499	0.003985595689
500	0.003972488473
501	0.003965068701
502	0.003959027787
503	0.003950100125
504	0.003941265917
505	0.003932685318
506	0.003924596788
507	0.003914944268
508	0.003908717506
509	0.003901168041
510	0.003895302002
511	0.003889256253
512	0.003881919925
513	0.003870432481
514	0.003865364526
515	0.0038580661
516	0.003847103326
517	0.003838587798
518	0.003832199092
519	0.003823942227
520	0.003815805196
521	0.003806296462
522	0.003796846582
523	0.003790957558
524	0.003785013876
525	0.003778485555
526	0.003772760344
527	0.003768001023
528	0.003761613044
529	0.003754649556
530	0.003748424718
531	0.00374073172
532	0.003734655063
533	0.003727599038
534	0.003721194295
535	0.0037107821
536	0.003705203389
537	0.003696899744
538	0.003689122887
539	0.003682286101
540	0.003676998122
541	0.003671247219
542	0.003663302595
543	0.003658824253
544	0.003649237118
545	0.003643535788
546	0.003636517162
547	0.003629106106
548	0.003621190027
549	0.003615615437
550	0.003608739635
551	0.003603672921
552	0.00359919027
553	0.003590745132
554	0.003582372922
555	0.003575178344
556	0.003568610234
557	0.003564874793
558	0.003560405206
559	0.003553967215
560	0.00353911117
561	0.003533323509
562	0.00352749614
563	0.003519973704
564	0.003511473718
565	0.003499886924
566	0.003493754302
567	0.003488418882
568	0.003483774893
569	0.003475833636
570	0.003472732989
571	0.003465819235
572	0.003458934232
573	0.003453392786
574	0.003448342555
575	0.003441369767
576	0.003436135113
577	0.003428460688
578	0.00342241663
579	0.003416304525
580	0.00341039058
581	0.003405702652
582	0.003401129218
583	0.003394270131
584	0.003388437385
585	0.00338503071
586	0.003380164187
587	0.003372149873
588	0.003367025683
589	0.003362320603
590	0.003356603183
591	0.003350348812
592	0.003340303515
593	0.003337155098
594	0.003333045232
595	0.003328954534
596	0.003323377016
597	0.003317780024
598	0.003308597605
599	0.003302710619
600	0.003298533387
601	0.003293136478
602	0.003286351724
603	0.003277243611
604	0.003270820355
605	0.003265310397
606	0.003260347631
607	0.003253972724
608	0.003249408073
609	0.003244434352
610	0.003238890998
611	0.003230873745
612	0.003225090864
613	0.003218789428
614	0.003212326235
615	0.003206663554
616	0.003198647227
617	0.003192962698
618	0.003188253297
619	0.003183518878
620	0.003178074734
621	0.003172835793
622	0.003168426312
623	0.003164796521
624	0.003159633082
625	0.003156228577
626	0.003150823877
627	0.00314418013
628	0.003139352628
629	0.003134296677
630	0.003129664136
631	0.003125062007
632	0.003120468689
633	0.003112936707
634	0.003109010465
635	0.003104632713
636	0.003098774856
637	0.003095347621
638	0.003089135998
639	0.003083091511
640	0.003079002909
641	0.003074520878
642	0.003069675963
643	0.003065086247
644	0.003061386678
645	0.003056534345
646	0.003053042644
647	0.003048111279
648	0.00304211514
649	0.003035849658
650	0.003031743963
651	0.003022656608
652	0.003018055853
653	0.003013350286
654	0.003006905459
655	0.003002843991
656	0.002998436322
657	0.00299500655
658	0.002992263846
659	0.00298710613
660	0.002983773728
661	0.002979251339
662	0.002975070645
663	0.002969934457
664	0.002966899915
665	0.002960541551
666	0.002956879946
667	0.002952888135
668	0.002947782062
669	0.00294310877
670	0.002937560133
671	0.002934645218
672	0.002929297813
673	0.002925322627
674	0.00292087068
675	0.002915044355
676	0.002908806007
677	0.002905085174
678	0.002900797171
679	0.002895999767
680	0.002891659502
681	0.002888006874
682	0.002882422668
683	0.002877691541
684	0.002872514662
685	0.002868259608
686	0.002862872541
687	0.002859756208
688	0.002854814962
689	0.002850381371
690	0.002845327979
691	0.002841583883
692	0.002836409013
693	0.002829431452
694	0.00282362565
695	0.002820352243
696	0.00281763125
697	0.002814935594
698	0.002810857909
699	0.002807561443
700	0.002803731675
701	0.002799546201
702	0.002795777915
703	0.002792319058
704	0.002788274039
705	0.002784096106
706	0.0027790305
707	0.002775202353
708	0.002771149278
709	0.002768700911
710	0.002764842283
711	0.002761737949
712	0.00275672499
713	0.00275332199
714	0.002748057893
715	0.002745111549
716	0.002742511768
717	0.002737536327
718	0.002734182911
719	0.002730518872
720	0.002727293899
721	0.002724809021
722	0.002721586478
723	0.002718977257
724	0.002715912091
725	0.002712818651
726	0.002709187915
727	0.002704589972
728	0.002700581766
729	0.002695417637
730	0.002690715201
731	0.002687146321
732	0.002682546432
733	0.002679439124
734	0.002676105574
735	0.00267297238
736	0.002669097331
737	0.002666281771
738	0.002663522318
739	0.002661220012
740	0.002657758389
741	0.002654458928
742	0.002650065218
743	0.002645613749
744	0.00264266678
745	0.002639494968
746	0.002636387092
747	0.002631736117
748	0.002628585167
749	0.002624312163
750	0.00262122517
751	0.002618091144
752	0.002615149417
753	0.00261098585
754	0.002607691296
755	0.002604347027
756	0.002601068737
757	0.002596272916
758	0.002593061786
759	0.002588443822
760	0.002584963976
761	0.00258032172
762	0.00257714313
763	0.002572448894
764	0.002569240702
765	0.002566271382
766	0.002562674684
767	0.002558505393
768	0.002554719453
769	0.00255239143
770	0.002548343307
771	0.002543548034
772	0.002541279874
773	0.002537896098
774	0.002535205626
775	0.002531166854
776	0.002526861967
777	0.002522979408
778	0.002517774443
779	0.002514380648
780	0.002509774228
781	0.002506015643
782	0.002502371633
783	0.002498236153
784	0.002495720997
785	0.002491910986
786	0.00248936651
787	0.002486356622
788	0.002483114246
789	0.002479346936
790	0.00247568584
791	0.002472369319
792	0.002468447043
793	0.002465912028
794	0.002463559293
795	0.002460646409
796	0.002458519193
797	0.002455923089
798	0.002453903638
799	0.002451187253
800	0.002447525622
801	0.002444370971
802	0.002441811645
803	0.002437081742
804	0.002434729803
805	0.00243229824
806	0.002429477149
807	0.00242684945
808	0.002423652392
809	0.002420409242
810	0.002418380989
811	0.002415574565
812	0.002412716405
813	0.002410570099
814	0.00240846694
815	0.002406648123
816	0.002404574559
817	0.002402347848
818	0.002399464544
819	0.002395863261
820	0.002393360883
821	0.002389757827
822	0.002385306944
823	0.002381811241
824	0.002379834576
825	0.002376014419
826	0.002373282427
827	0.002370909823
828	0.002367957248
829	0.002365894837
